timestamp;fulltext_org;familyId;newspaper_page;rubrik
10/02/1920;"Naar det første Hold danske Embedsmænd overskrider Grænsen. Te modtages paa Grænsen af Mimster H. P. Hanssen. Aabenraa, 10. Februar. Danmark er, som bekendt, ifslge Fredstraktaten berettiget til i Forftaaelse med den internationale Kommission at besætte 1. Zone med sine militære og civile Myndigheder, hvis Afstemningen viser et for Danmark heldigt Ildfald. Som det allerede er Offentligheden bekendt, har de Forhandlinger, der i Henhold til Fredstraktaten er sort mellem Kommissionen og den danske Regering, fort til det Resultat, at Danmark forelobig giver Afkald paa den militære Besættelse af Nordslesvig, medens Kommissionen paa den anden Side har givet sin Tilslutning til, at et betydeligt Antal hojerc danske Embedsmænd rejser herned efter Afstemningen for at undersoge Forholdene, indhente Informationer og planlægge de forberedende Arbejder, der maa gores forud for Danmarks Overtagelse af Administrationen. Det første Hold danske Embedsmænd. ca. 30 Repræsentanter for Centralledelsen i Kobenhavn, vil ankomme til Sønderjylland Torsdag Formiddag. Te vil blive afhentet i Kolding af Minister H. P. Hans- sen og Kontorchef Hammerich, passere Grænsen ved Frederikshoj i Automobil ved 1lP/z-Tiden og ﬂef-ÿ   ter en kort Modtagelse ved Grænsen af Repræsentanter for Grænsesogne nes Befolkning ﬂfoÿrtsæ t te Rejsen ned til H a d e r s l e v. Her vil de efter Kommissionens Anordning blive modtaget as de t nordslesvigske Land raader, der moder som den inlerna tioilale Kommissions Repræsentan ter og paa Kommissionens Vegne byder dem Velkommen. I Haderslev vil Selskabet sam men med Repræsentanter for Kreds dagen og Byraadet og forhenværende Landdagsmænd spise Frokost. Derefter gaar Turen videre til Aabenraa, hvor Selskabet vil samles til Konference med Minister Hans- sen. Paa Torsdag Eftermiddag Kl. 0 giver Minister H. P. Hanssen paa ﬂÿ   F o l k e hen j eM mid d""ag for Gæsterne, hvortil der er indbudt Repræsen tanter for Kredsdagen og Byraadet og Kredsens tidligere Landdagsmand. Fredag Morgen vil Embedsmændcne sprede sig ud over Landet for hver paa sit Omraade at begynde sine Studier. Et betydeligt Antal as Embedsmændcne vil begynde deres Studier i Sønderborg, medens an dre vil begynde dem i Tønder, j saaledes at der ogsaa i disse to Byer bliver Lejlighed til at forestille dem for Repræsentanter af Kredsdagen og Byraadet.";ribestiftstidende;2;Naar det første Hold danske Embedsmænd overskrider Grænsen
10/02/1920;Den danske Administration i Sønderjylland. Sønderjydsk Ministerium aabner i Aabenraa og Flensborg. Aabenraa, 10. Februar. Det sønderjydste Ministerium aabner i Morgen sit nye Kontor paa Kredshuset i A a b e n r a a, hvor Kontoret findes i det hidtil- ! værende Kredsudvalgs Værelse, som er overladt Ministeriet. Minister H. P. H a n s s e n med flere er her i Byen til Sendag. > Kontorchef H a m merl d), der kom hertil i Forgaars, vil lede Kontoret i den første Tid og samtidig vil Kontorchef T h u l s t r u p, Haderslev, overtage Ledelsen af og varetage de løbende Forretninger. Minister H. P. Hansson og Kontorchef H a »t m c r i ch vil stiftevis komme hertil for at ordne de vigtigc Forretninger. Der vil senere blive givet Meddelelse om, naar og h v o r de vil blive at træffe. Jøvrigt staar Kontorerne selvfølgelig i daglig nøje Forbindelse med Ministeriet i København. I Flensborg aabner det son derjydske Ministerium samtidig sine Kontorer i Raadhusgade. Forretningerne vil blive ledet af Dr. M j a n g. som er udnævnt til Ministeriets Repræsenlant ved den internationale Kommission. For saa vidt Forholdet nødvendiggor Dr. Mjangs Nærværelse i København vil Hr. T h u l s t r u p over. tage Forretningerne i Flensborg, saaledes at Ministeriet efter Kommisosinens Onste altid har en fast Repræsentant paa Stedet, som kan ordne nødvendige Forretninger med Kommissionen.;ribestiftstidende;2;Den danske Administration i Sønderjylland. Sønderjydsk Ministerium aabner i Aabenraa og Flensborg.
10/02/1920;"Hvor Danskhedens kamp i Dag er haardest. Det engelske troppekontingent i Tønder forstærkes. Dansk og tysk Agitation. Fra Tønder telegraferes Mandag til ﬂÿ   B e r l i nT igde sn dt ee"" bl. a.: Naar man pr. Automobil farer gennem de nordslesvigske Sogne, Passerer man utallige Mresporte. og Flagene vajer, hvorhen man vender Ojct. Overalt ser man guirlandesmykkede Køretøjer og Mennester, i hvis Ojne man læser den jublende Bevidsthed om. at nu vender de danste hjem. I Tønder er alt anderledes. Her er ingen Fest. og der er ikke et danst Flag at ojne. Man moder kun febrilst Arbejdsjag uden Smil og Forventning. Her har Trykket fra tyst Side været for overmægtigt. Selv de fra Hovedagitationen udsendte danske Plakater har man fundet klogest ikke at anvende. Minister H. P. Hanssen talte, som meddelt, i Aftes i L o g u mkloster og om Eftermiddagen i R a v s t ad. der ligger omtrent midtvejs mellem Tønder og Aabenraa. Det var det første sønderjydste Møde, til hvilket der var indvarslet i Fællesstab fra danst og tyst Tide. Dsoemr var mødt ca. Tusind Mennester, med Interesse hørte Ministerens taktfulde og glimrende tilrettelagte Foredrag. Fra tnst Side talte Pastor Schmidt, den ogsaa i Danmark velkendte Fører for den tidligere tyste Fredsforening, der tilstræbte et venskabeligt Forhold mellem Tystland og Danmark. Pastor Schmidt er senere gaa et i altyst Retning, og han er nu Redaktor af det nye tyste Organ ﬂÿ   N e uT oendernsche Zeitung"", der forøvrigt i høj Grad har advaret de tysksindede Borgere mod at deltage i Moderne. Alligevel k'ar de kommet tilstede i stort Antal, over fire Hundrede alene her fra Byen. I Dag bliver et udførligt Referat af Ministerens Tale fordelt i 2000 Eksemplarer over hele Byen, og det tor vistnok overhovedet siges, at Stemninger her i Tønder er blevet ikke helt lidt paavirket af Ministerens udmærkede Tale. I Gaar holdtes der her i Byen desuden Mode i ﬂÿ   H oS tt aed lt Kopenhagen"", hvor Cornelius Peter- s e n talt? til Arbejderne, samt et mcget vellykket Møde, ved hvilket Hr. Matthiesen fra Esbjerg talte til en stor Kreds af Næringsdrivende. En slesvig-holstenst Børncdemonstration fandt Sted her i Gaar, og , det tyske Agitationsarbejde korte i Automobil rundt i Gaderne for at sprede Angrebsstriftcr. navnlig et Angreb paa Valutaordningen, serveret Læserne under en Kæmpcoverstrift: Katastrofen indtruffet. Den danske Agitation har hovcdsa gelig arbejdet ved Udsendelsen af Flyvestrifter, hvis Indhold udelukkende har bestaact af autentiske Oplysninger om danske Forhold, saaledes som Stigningen af de jydffe Byers Indbyggerantal i Sammenligning med de slesvigske, Oplysninger om. hvad en danst Arbejderfamilie har at leve af og kan faa tilovers, sammenlignet med det tilsvarende tyste Forhold, osv. Forst efter den internationale Kommissions Ankomst har man kunnet afholde danske Moder, medens Dysterne har svælget i Agitationsmøder. Imidlertid har Kommissionens Forbud mod Embedsmænds Deltagelse i Agitationen i de sidste Dage virket fuldkommen lammende paa den tyste Agitation, hvilket med uigcndrivelig Tydelighed viser, hvorledes Tystheden er blottet for Talere, der er udgaaet af Befolkningen selv. De cngelste Besættelsestropper er i Gaar bleven forstærket med 40 Mand.  ";ribestiftstidende;2;Hvor Danskhedens kamp i Dag er haardest. Det engelske troppekontingent i Tønder forstærkes. Dansk og tysk Agitation.
11/02/1920;"Telegrammer til Kongen og til Sønderjyderne. Med Forsamlingens Tilslutning afsendtes følgende 2 Telegrammer: Til Kongen! Ribeborgere, forsamlede til Fest, sender Deres Majestæt vor undersaatlige Hilsen paa vort Folks Højtidsdag. For Forsamlingen: Rosenstand. Thyssen. Til Minister Hanssen, Aabenraa! Ribeborgcrc, forsamlede til Fest tender sønderjydfle Brødre og Søstre vor glade Hilsen. For Forsamlingen: Rosenstand. Thyssen. Provst Thyssen gav cn betavende Skildring af en Automobiltur paa AfstemningSdagen ned gennem ISonderjylland. hvor Flag vajede ved hvert Hus. hver Gaard, og hvor man glædedes til at k o m m e hjem, hvor Modersmaalet nu skulde høres iKirken, iSkolen, iRetssalen og i det daglige Liv. Forhaabentlig maatte 14. Marts . bringe lige saa stor en Glæde som Dagen i Tag. Med Haabet om. at hver især vilde være med i Fremtis dens Arbejde paa at ophæve den Kløft, som maa opstaa efter mange AarS Adskillelse af Landsdelen, ud- ! bragte Provsten et Leve for et fuldt ! og helt Dunmark. (Stærke Hurraraab). ﬂÿD u n mIark er jeg født"" blev derefter sunget. Efter at Musikken og Sangforene havde givet nogle Numre til Bedste gaves Ordet frit. Overlærer, Kateket Larsen udtalte sin Glæde over. at Sangen atter var ved at komme til Hojbords herhjemme. Sønderjyderne lærte os at svnge. Dc kunde det selv under Trængslerne, fordi de haabcde. Dct Haab beundrer vi dem for. Taleren udbragte et Leve for. atHaabct maatte munde ud i en lys Fremtid for Danmark. (Hurra). Man synger ﬂÿ   VM oo dnersmaal cr dejligt"".";ribestiftstidende;1;Telegrammer til Kongen og til Sønderjyderne
11/02/1920;I Sundeved (H. P. Hanssens Hjemstavn) derimod har hver 6te,Vælger stemt tysk !;ribestiftstidende;2;I Sundeved (H. P. Hanssens Hjemstavn) derimod har hver 6te,Vælger stemt tysk !
12/02/1920;Det første Hold danske Embedsmænd.ankommen til Sønderjylland. I danebrogssmykket Bil fra Kolding. Kolding, Torsdag. Med et Særtog ankom i Aftes fra København en Række højtstaaende Embedsmænd, der overnattede paa »Hotel Kolding«. I Formiddags Kl. ca. 97« afrejste Selskabet i 12 Automobiler fra Kolding Torv over Frederikshej til Sønderjylland. Alle Automobilerne var prydede med Danebrogsllag. Minister H. P. Haussens Automobil korte i Spidsen af Toget hvori man ogsaa bemærkede fhv. Landdagsmaud Kloppenborg-Skrumsager. Ils Departementscheferne gik over Grænsen. Kolding, Torsdag. Kl. 10 i Formiddags ankom de ca. 30 bojere danske Embedsmænd, deriblandt Biskop G. Koch, Ribe,  der »kal paa Rejse i Sønderjylland til Grænsen ved Frederikshøj fra Kolding, hvor de var blevet modtaget af Minieter H. P. Hanssen. Efter at være steget ud af Auto. mobilerne overskred de med H P. Hanssen, Departementschef Damkier og Statsgældsdirektor Andersen i Spidsen til Fods Grænsen. Her blev de budt Velkommen af ca. 30 Beboere fra Tyrstrup Sogn med Gaardejer Thue jen, Skovrup som Ordfører. Departementschef Damkier takkede i faa hjertelige Ord for Velkomsten, hvoretter Selskabet i et Kvarters Tid underholdt sig med de tilstedeværende Sønderjyder. Kl 10' 5 fortsattes der pr. Automobil til Haderslev. Under Flagning til Haderslev. Haderslev. Torsdag. »Dannevirke« meddeler : Under Turen fra Grænsen var Danebrog hejst rundt omkring paa Gaarde og Huse for de nye Gæster. Kristiansfeldt var festlig smykket og Haderelev endnu mere. Lange Landevejen vinkede Folk begejstret til den lange Rækkeaf Biler, der hver var smukt pyntetmed et lille Flag.Hele Toget korte op foran»Høppners Hotel«, hvor Haderslev Kreds gav en Frokost. Ved Frokostenvar blandt andre Minister H, P. Hanssen, Bagermester Svendsen,Assessor Smith, Landraad Refshauge fra Haderslev og Landraad Thomsen fra Aabenraa tilStede. Desuden tidligere Landdagsmand Julius Nielsen og fhv. Landdagsmand Kloppenborg-Skrumsager. Blandt Embedsmændene nævner vi foruden Departementschef Damkier. Oberst Moltke, der skalvære Chef for Besættelsestropperne,Generaldirektøren for Toldvæsenet Koejoed og GrænsegendarmerietsChef Oberstløjtnant Moltke. Senere vil hele Selskabet rejsetil Aabenraa, hvor der finder en officiel Middag Sted.;ribestiftstidende;2;Det første Hold danske Embedsmænd ankommen til Sønderjylland. I danebrogssmykket Bil fra Kolding.
12/02/1920;"En Indsigelse. Vendt tilbage til Ribe efter athave afgivet min Stemme gik jeg indenforpaa K l u b bH eo nte sl"" og overværede i en Udkant af Salenlidt af Modet, bl. a. Forslaget om atafsende Telegram til vores alles Konge og til minister Hanssen. Formig brod det sidste Forslag Stemningen.Hvor lidt rimeligt at tageMinisteren med ved en Lejlighed, der appellerede til Samstemning! TenRtand, der, da han efterkom Hr. Zahles Opfordring til at indtræde i Ministeriet, dog maatte vide, at detstete udenom Halvdelen af det Rigsdagsudvalg, der var dannet som Repræsentation for det samlede Folk,og hvoraf da ogsaa .Halvdelen medUdtrædelse protesterede mod det stete.Med denne Minister Hanssens Hand-Ung var for mig den stønne reneLuft. der hidtil havde hvilet overHaabet out Genforeningen, blevengrumset, Haabet om. at Clen foreningen med Sønderjylland fluide flaberenere Luft i vort politistc Liv i Fremtiden, dalet mange Grader. Regeringsbladet skrev faa Dageefter, at Misstemningen over det stetesnart vilde lægge sig. selvfølgeliget Udtryk mere for Bladets moralsteSans end for en Spaadont med Rodi nogen Virkelighed. For mig og sikfertfor den Tel af Folket, der denGang saaredes i sine bedste Følelser,vil Episoden ikke være en blot Episode,men et ulægeligt Skaar i Glædenover de Begivenheder, som Dageni Gaar indledede.De. Hr. Redaktør, vil vide. atjeg striver disse Linier ikke alene somfødt Sønderjyde, men ogsaa somgammel Ripenser.Ribe, 11. Februar 1920.Vi forstaar tilfulde en ﬂÿ   g a m m e lRipenser""s Misstemning overfor Minister H. P. Hanssen nærer, som bekendt, en ikke ringe Portion af samme Begreb overfor den samme Personlighed. Men netop derfor har vi i dette Tilfælde Betingelser for at kunne sige, uden at blive misforstaat, at vi finder Telegrammet paa sin Plads. Det var ikke nogen Hilsen til Hr. Minister Hanssen personlig, men ﬂsoÿm de t frcm gaar af Indholdetﬂtiÿl son d er jydste Brødre og Søstre, og det var i sin Egen stabaf Sønderjydernes officielle Førstemand, at Telegrammet adresseredes til Ministeren til Festen i ”Folkehjem"" i Aabenraa.";ribestiftstidende;2;En indsigelse
13/02/1920;Fest i Aabenraa for de danske Embedsmænd. Ved Festmiddagen iGaar for de dansse Embedsmændbod Minister H. P. H a n s s e n Velkommen til Bords. Kaptajn Fischer bod i hjertelige Ord de danke Embedsmænd Velkommen til Aabenraa.. Biskop K o ch lakkede og udbragteet Leve for Sønderjylland.' Byraadcts Formand, Købmand F i n k. gav Udtryk for Befolkningens Glæde over at se de dansse Embedsmænd i Virksomhed hernede. Af de danske Gæster talte i ovrigt bl. a. Statsgældsdirektor Andersen. Departementschef D a m k i e r. Amtmand H a a r l o v og OberstMoltke.Dcr herssede en meget festlig Stemning, og efter at Bordet var bævet, tilbragte Selskabet nogen Tidsammen. Dcr blev holdt flere Taler bla. af Højskoleforstander Jacob A p p c l, og man sang mange af demest brugte sonderjydsse Sange.I Formiddags ved 9'/,-Tiden afrejstede dansse Embedsmænd till Sonderborg. Departementschef D a m k i e r og Bissop K o ch afholder i Dag et Møde i Aabenraa med det kirkelige Udvalg.;ribestiftstidende;2;Aabenraa
13/02/1920;Minister H. P. Hanssen afgiver sin Stemmeseddel i Aabenraa.;ribestiftstidende;2;Minister H.P. Hanssen afgiver sin Stemmeseddel i Aabenraa.
13/02/1920;Minister H.P. Hanssen hejser Flaget paa sin Ejendom i Aabenraa.;ribestiftstidende;1;Minister H.P. Hanssen hejser Flaget paa sin Ejendom i Aabenraa.
14/02/1920;"Gennem Landet dernede.Breve og Tanker.Aabenraa, Mandag,Jeg var i Gaar soni MinisterH P. Hanssens Gæst med hamtil to Vælgermøder i ﬂÿ   du desatteEgne"" Nord for Tønder, i Ravsted(der stemte tysk Februar 1867) ogi Løgum Kloster, hvor der ogsaahar staaet Kampe, som truedeDanskheden.H. P. Hanssen beboer en storVilla i Aabenraa med høje,rummelige Værelser. Dér sad hannogle Stunder i sin Families Skød,omgivet af sin Hustru og trehjemmeværende Døtre. Der varPolitik i disse unge og en stilfærdig,ligesom velsignet Ro, indvundetgennem Kampen, over Moderen.Snart var Samtalen i Gang ﬂÿ  den eneste Samtale, der overhovedei disse Dage kan føres hernedeDe sidste Indberetninger fraSognene blev drøftede. ﬂÿ   H e i m d a l "" ,H. P. Hanssens Blad, har sine Kontoreri Bagbygningen; der er nubygget om. og en stør ny Rotationsmaskine skal snart udspyﬂÿ   H e i m dT au sTi n' dser over denneDel af Danmarks Rige.Et Par kraftige Stød i et Automobilhornforkynder, at nu erBilen der. og vi skal af Sted. Miulsteren og jeg iføres nogle herligehvide Faareskmdspelse. viligner Isbjørne, men den hvidePels giver H. P. Hanssen ;t egenartet\dre af Værdighed, deringenlunde virker uklædelig.Undervejs ﬂdÿer e r  fire Milfra Aabenraa til Ravsted ﬂtaÿlte  H. P Hanssen om Befolkningenpaa alle de Egne, vi kørte igennemEn ejendommelig Koreturpaa tværs gennem Sønderjyllandog en lærerig Samtak, hvor denlevende interesserede Folkeførerfremdrog alle de Grundsyn, derbetegner det danske FolkelivsKampe.non var utvivlsomt megetspændt paa Modet i Ravsted ﬂÿ   D e ter . sagde han, ﬂÿ   d ger ønnne Pleti -det røde Hav i Afstemningskortetfra Februar 1867. dér, hvorder hin Valgdag stemtes dansk,var Afstemningskortet trykt irøde Farver, de tyske i grønne,ja. 1903 vijj her kun 12 danskeStemmer i Ravsted mod 132tyske"".ﬂÿ   O.n ug?"" spurgte jeg.ﬂÿ   Ntro ur jeg, vi tager den"", lødSvaret. ﬂÿ   J læe ggger megen Vægtpaa dette Mode"", fortsatte Ministeren,ﬂÿ   db eliv ter et Mode for sigselv, idet jeg antagelig her skaltale sammen med den kendte tyskePræst, Pastor Schmidt fra Vodder.Mødet i Løgum Kloster erderimod et af vore almindelige;men det er ogsaa et udsat Sted"".Saa svinger Automobilet ind iRavsted. Vi holder ved en rigtighyggelig Landsbykro. Der ertæt med forspændte Vogne, oginde og ude er der Hoved ved Hoved.En Skare unge og ældreLandboere omringer vor Vogn; iSpidsen for dem var den ungeGaardmand Gad (Elev fra Vallekilde,hvis Forstander har karakteriseretham som sin bedste norSlesvigske Elev). I denne Kro erde Danske forsamlede; et Lokalei Nærheden har Pastor Schmidtog hans Meningsfæller taget i Besiddelse.Efter en kortere Forhandlinggennem Parlamentærerenedes man om at holde Mødet sammen.Tyskerne rykkede ind hosde Danske, og der blev stuvendefuldt Hus. I en lille Firkant baget lille Bord var der en knapPlads til Talerne.Først talte Gaardejer Gram1,der manede til Ro og oplyste, atingen af Parterne maatte synge,ﬂÿ  en betegnende Indledning. Saa talteMinister H. P. Hanssen ﬂfrÿi  for alle Udæskninger, klart, fyndigtog i korte, knappe Sætnmrger, hver bogstaveligt talt indeholdendeen Realitet. Han pilledeTyskernes horrible Valuta -Historierfra hverandre ﬂeÿen f or een og alle for een. Det er velgørendeved et offentligt Forhandlingsmodeat staa over for denuomtvistelige Logik. Idenne er H P Hanssen en Mester.Fra tysk Side talte den for omtaltePastor Schmidt, en stateligMand. høj, blond og i sort Frakke.Han taler med et klangfuldt Sproguden tysk Svulst. Ved hans Sidestod Dr Petersen fra Læk ﬂÿ  det urolige Læk i 2. Zone. Denbitre Kamp dér sad den ellers stilfærdigtudseende Doktor i Kroppenﬂhaÿnv ar mere temperamentsfuldend Præsten.Saa tog Gad Ordet: ﬂÿ   N ano a ræ Præst og æ Dovter har taalt,la saa æ Bu'n faa fat "". ﬂSÿtor  Jubel hilste disse Indledningsudtalelser.Modet i Ravsted var godt. dervar dansk Flertal, som varsledevel. Mine Læsere kender Resultateti Ravsted, uaai disse Linieren Gang naar frem. Det ske indenalt for længe ﬂPÿostg an gen er forfærdelig!Efter Modet fik vi os alle enﬂÿ   G r o egt g li""l l.e Glas saa stortsom en Trediedel dansk Olglas meden Kende sødt i Bunden, Rom ogkoghedt Vand ﬂ(5ÿM ark !).Derpaa susede vi til Løgum Kloster.Undervejs overkørte vi enstor Hund, der fra en Gaard løbos i Mode. Det virkede uhyggeligtat hore Dyrets jamrende Hylbagude.I Løgum Kloster talte II P.Hanssen over en Time for en Forsamlingpaa 6ﬂ700ÿMe nn esker. ﬂÿEfter Talen var der fælles KaffebordKaffen var ikke som i Danmark,men Stemningen, Stemningen!Der var et Liv, en Fart ogen Appel over denne Landboforsamling,som jeg aldrig vilglemme.Kl. IOV2 kørte vi de fem Miltilbage til Aabenraa. AutomobiletsLyskegle skar sig ind 1 Taageo,der klemte sig tæt om os. Vi kortelange Strækninger langs AabenraaﬂLøÿgum  Kloster Banens tommeSpor. Hestene kunde synes atvære mindre bil van te end hjemmehos os I Lyset saa vi af og tili et Nu stejlende Heste, forspændtet Læs af forskræmte Mennesker.Hvad der blev af dem, ved viikke , « . . der køres ﬂÿ   d u r e h ""bernede Og Bilen holdt. ﬂdÿen  var ellers udsat for baade Hopog Stod, saa det kunde forslaanoget..Ved Midnatstid var vi igen iAabenraaJeg var saa træt og sov saaædt. som havde jeg selv holdt toMøder paa een Dag!";ribestiftstidende;1;Gennem landet dernede
16/02/1920;"Gennem Landet dernede. Brev« eg Tanker. Aabenraa.Ikke for ingenting taler man om ""dn oerd tslesvigske Folk"". Som Folk har Nordslesvigerne følt sigi Kampen mod Tyskerne, alle Klaæaer, alle Aldere, Mænd og Kvinder.Dansk eller Tysk blev detstltopslugende aandelige Samlings,problem.Det er slet ikke lykkedes Klassekampenat hæve sin Røst, saa denblev hørt Politik i almindeligForstand, saaledes som det parlamentariskeLiv bar formet sigher og andet Sted, har man ikkekendt Og der skal vel nok n#gen Tid til, inden man paa disseEgne træder ind i Rammerne fordansk Politik. Maaske der endogskal adskillig Tid til. Den i ogfor sig ikke helt tiltalende Tanke:bt der fremtræder en sønderjyskGruppe i vor Rigsdag, kan godtblive en begrundet OvergangstidDer er da, ogsaa ﬂÿ   s l a hae erp tå ""«fra sønderjysk Side ﬂhuÿske r j egret: af H. P. Hanssen og AndreasGrau.Men ogsaa paa auden Maade erFolkelivet hernede noget forsig selv. Det er et demokratiskFolkefærd, det nordslesvigskeFolk, saa det forslaar noget,Usnobbet og ukueligt har det baarret sit Hoved højt. Der er ingenegentlig Overklasse i det egentligeNordslesvig ﬂnÿogle  tyskeKapitalister fraregnet, der harﬂÿ   s øL æg ""t i Haab om at bevareSkindet paa Næsen og Kuponklipperchancenved at ty heropog slippe med ind til Danmark iLæ af en Valutaordning. Sikkertmaa man ogsaa fra den her anførteRegel fraregne en Del tysksindetBourgeoisi, der gebærder sig somﬂÿ   æbit' hæ r"" end de andre. Menden Kategori tilhører ifølge SagensNatur ikke det danskeFolkelegeme,Det var en Fryd at gaa mellemdisse ranke Villier af frihedskæreNordslesvigere. Jeg bevægede migi Folkeliveta Hjerte Dagen førAfstemningsdagen og selve denneDag fra Morgen til Nat. Man blev»traks taget med. Det var, som om»Ile kendte hverandre. Der varen umiddelbar Trang til at sigevenlige Ord, til at uddele og modtageHaandtryk. Man gik paa delidt tarveligt udstyrede, mon paasin Vi« hyggelige offentlige Stederﬂÿ   p Oa magang"" fra Bord tilBord. Snart sad man i et, snarti et andet Selskab. Der trakteredes,og man trakterede igem,Dg Passiaren gik livligt; det varsom i en Bistade en Solskinsdagi Højsommeren. Og Sol var derjo i Sindene.De tyske ﬂÿ   F o r be ru Bde ""folkningensaaledes bleven vænnet til«at den ikke respekterer noget somhelst. ﬂÿ   L u k k e t si tdra ekt en "" sigValgaftenen til hen paa Morgenstunden.I ﬂÿ   F o l k e hs ajd e mma ""nValgaftenen den lange Nat igennem.Og paa den danske Kaféﬂÿ   R o yd aan sl e""de man, til Dagslysetfaldt ind ﬂikÿke T an go ogVrik, men de mere massive Folke-danse,som vi ogsaa kendte demi Danmark for en ikke saa fjernTid tilbage. Man sled i det, saaSveden sprak og Frakkerne foltesfor varme, Piger og Karle,unge og gamle i broget Flok,isprængt talrige Elementer fradet danske Borgerskab. Totalafholdsfolkog Forbudsmænd er debrave Sønderjyder ikke, ﬂmÿen  af dem, der fik en Taar over Tørsten,saas kun faa.Det var Meningen, at der Valgaftenenikke maatte serveres Spiritus;men heller ikke til detteForbud mærkede man noget. Ogdog laa der en god, forstandig Meningi dette Forbud: man vildeikke, at Lidenskaberne skuldeblive stimulerede.Jeg saa intet Slagsmaal; detskulde da være en Episode, hvoren Politibetjent, tampede cn yngre,skummelt udseende Mandsperson,der havde generet Vedkommendefik, hvad man kalder ﬂÿ   l æ -sterlige. Prygl"". Og saa overvældetaf den ordenspolitiniæssigeMagtudfoldelse blev det unge Menneske,at. han stillede sig ret op ogned ved en Husfacade uden at røresig, alt medens Slagene susedenedover ham ﬂiÿSan dh ed udenSkaansel. Hans Kammerater havdevalgt det Parti at fjerne sig hurtigt.Jeg traf hen paa Aftenen bh a,cn gammel Kone, en Caaidmandæenke fra Sundeved. Hun sad i enStol, med to skinnende klare Øjne,og frydede sig over Livet i Restauranten.Vi fik os en Passiar,der fra hendes Side blev førtmed et smittende Lune. Ilun talteom Krigen 1864 ﬂﬂÿÿ   dd e a møjmanne Jenser var i vur Go'r, ogdet var let for æ Pig' aa faa saeee bit' Kær'st"".Jeg blev inviteret ud til denprægtige gamle Bondekone tilKai'fe den næste Dags Eftermiddaglige uden for Byen i enLandsby ved Navn Kolstrup.Dér fik jeg Krigens mørke Sideoprullet af den 72aarige Kvinde,Hun huskede særlig een Episode:da prøjsiske Soldater forlangte, atFaderen skulde fjerne Landsoldaten!,der stod paa en Kommode. Til sidsthavde de trukket Sablerne. Menden sønderjyske Bonde blev ved»it: han vilde ikke fjerne den;vilde do af med den, maatte deselv tage den bort Men de lodden staa. I ﬂtiÿlføje de hun stolt«Af hendes og andres Beretningerfremgik dot, at man i ogfor sig havde nogen Velvillie tiloversfor de østrigske Soldater;de viste til Tider en hel Del Forstaaelseaf Befolkningens Sindelag.ﬂÿ   Md ee nvar ræj for æ Prøjsere"".Tillige spiste de heller ikke sadmeget som Prøjserne, og de gjordemindre Ophævelser over Maden,Lejet., der blev dem anvist samt.Varmegraden i Opholdsrummenem. m.Jnd mellem de glade Danskeblandede de engelske og franskeSoldater sig. Men Officeren vartil Stede. Der blev holdt enklædelig Justits. Behover jeg atsige, at disse fremmedartede Jenservar ombejlede af de sønderjyskePiger ﬂoÿg a t o gsaa herbarEnglænderne Prisen! Det varherligt at høre de to Parter ﬂÿ   t a l e ""med hinanden. Det gik helt strygendefra begge Sider ﬂuÿden  at den ene Part forstod et Ordaf, hvad den anden sagde.Flere af de Allierede lagde enbetydelig Interesse for de enkelteValgresultater for Dagen, Og instinktmæssigtinstinktmæssigtraabte de ﬂÿ   H u r r a ""med, naar en flot Sogn-Sejr blevforkyndt.Til Afveksling steppede Englænderneunder mægtigt Bifald;flere af dem var rene Akrobater.Dagen efter Valget tog jeg medAftentoget fra Aabenraa til Flensborgﬂÿen a f de ejendommeligsteRejser, jeg har oplevet. Om denneskal berettes i en følgende Artikel,";ribestiftstidende;1;Gennem landet dernede
17/02/1920;Vort ene Billede viser de danske Embedsmænd, som passerer Grænsen og bydes Velkommen af Hanssen-Nøriemelle.;ribestiftstidende;1;Vort ene Billede viser de danske Embedsmænd, som passerer Grænsen og bydes Velkommen af Hanssen-Nørremølle.
